38.8331	0.55849
39.00005	0.53995
39.16699	0.51905
39.33394	0.49806
39.50088	0.47446
39.66783	0.44632
39.83477	0.41868
40.00171	0.39148
40.16866	0.36433
40.3356	0.33842
40.50255	0.31489
40.66949	0.28973
40.83644	0.26375
41.00338	0.23578
41.17033	0.20655
41.33727	0.17632
41.50422	0.1454
41.67116	0.11447
41.8381	0.08691
42.00505	0.06034
42.17199	0.03588
42.33894	0.01375
42.50588	-0.0074
42.67283	-0.03038
42.83977	-0.05411
43.00672	-0.0791
43.17366	-0.10704
43.34061	-0.13597
43.50755	-0.16409
43.67449	-0.19171
43.84144	-0.22019
44.00838	-0.2447
44.17533	-0.26724
44.34227	-0.29054
44.50922	-0.3126
44.67616	-0.33172
44.84311	-0.3514
45.01005	-0.37107
45.177	-0.38954
45.34394	-0.40797
45.51089	-0.42738
45.67783	-0.44669
45.84477	-0.46401
46.01172	-0.48011
46.17866	-0.49524
46.34561	-0.51037
46.51255	-0.52534
46.6795	-0.54129
46.84644	-0.5564
47.01339	-0.57164
47.18033	-0.58452
47.34728	-0.59671
47.51422	-0.60695
47.68116	-0.61619
47.84811	-0.62257
48.01505	-0.62885
48.182	-0.63251
48.34894	-0.63715
48.51589	-0.6428
48.68283	-0.64775
48.84978	-0.65127
49.01672	-0.65577
49.18367	-0.65807
49.35061	-0.65837
49.51755	-0.65906
49.6845	-0.65781
49.85144	-0.65271
50.01839	-0.64691
50.18533	-0.63923
50.35228	-0.63031
50.51922	-0.62236
50.68617	-0.61615
50.85311	-0.6081
51.02006	-0.599
51.187	-0.58848
51.35395	-0.57638
51.52089	-0.56337
51.68783	-0.55028
51.85478	-0.53719
52.02172	-0.52383
52.18867	-0.51046
52.35561	-0.4971
52.52256	-0.48392
52.6895	-0.47076
52.85645	-0.45758
53.02339	-0.4444
53.19034	-0.42983
53.35728	-0.41368
53.52422	-0.39754
53.69117	-0.38041
53.85811	-0.36077
54.02506	-0.34001
54.192	-0.32065
54.35895	-0.30068
54.52589	-0.28103
54.69284	-0.26345
54.85978	-0.24664
55.02673	-0.22962
55.19367	-0.21287
55.36062	-0.19546
55.52756	-0.1772
55.6945	-0.15855
